,Prologue,
Friend 1,นี่นี่ทำการบ้านวิชาอาจารย์กานต์รึยัง,extra_female
Friend 2,ให้ตายสิจะสั่งอะไรเยอะนักหนา จารย์เอ็มก็มีงานต้องส่งพรุ่งนี้เหมือนกัน,extra_male
Friend 1, เฮ้อ รีบกลับบ้านไปทำงานดีกว่า,extra_female
Ava,เฮ้อ,ava_armcross_hmm
,.....,
Ava,....,ava_armcross_eyeclose
,.....,
Ava,.........,ava_armcross_eyeclose
,......,
Ava,.....,ava_idle_hmm
Ava,การบ้าน..,ava_idle_hmm
,.....,
,.....,
Ava,..ยังไม่ตอบอีกเหรอ,ava_armcross_hmm
Ava,...,ava_armcross_hmm
Ava,.......,ava_armcross_eyeclose
Ava,..........,ava_handhold_eyeclose
,.....,
