,Day1,
,.....,
Ava,...,ava_idle_hmm
Red,เอวา,red_idle_smile
Ava,...,red_idle_smile
Red,ตื่นได้แล้วค่ะ,red_handup_smile
Ava,..หืม ....,ava_armcross_eyeclose
Red,เอวาคะ ตื่นได้แล้วค่ะ,red_handup_smile
Ava,!!!!!!,ava_idle_surpise
Ava,อื้อ....,ava_idle_hmm
,.....,
Ava,เรด ?,ava_idle_smile
,.....,
Red,ถ้าไม่รีบไป จะสายเอานะคะ,red_think_huh
Ava, อ่า...เอ่อ...,ava_armcross_eyeclose
Red,...,red_idle_smile
Red,วันนี้ก็พยายามกันอีกนะ,red_fingerup_smile
,.....,
Ava,แฮ่ก....แฮ่ก,ava_scold_hmm
Ava,...!!!!!!,ava_idle_surpise
,.....,
Ava,อ่า...ไม่...ไม่นะ,ava_scold_eyeclose
,.....,
Red,ยังเหลือเวลาอีกสองชั่วโมงก่อนที่การเรียนของคุณจะเริ่ม และจากที่นี่ นั่งรถก็ใช้เวลาเพียงสิบนาที,red_fingerup_hmm
Red,ฉันคิดว่านั่นคงไม่เป็นปัญหามากหรอกนะคะ,red_fingerup_smile
,.....,
Ava,อ่า..ร..เรด,ava_idle_frown
Red,ระหว่างนั่งรอ พวกเรามาทำความรู้จักกันไหมคะ,red_fingerup_smile
Ava,......,ava_armcross_hmm
,.....,
Red,ดูอะไรอยู่หรอคะ?,red_handup_hmm
Ava,ป-เปล่าค่ะ! ก็แค่คิดอะไรไปเรื่อย..,ava_scold_eyeclose
Red,เธอรออะไรอยู่เหรอคะ?,red_think_huh
Ava,!? เปล่านี่คะ..,ava_scold_hmm
Red,ฉันเห็นคุณคอยจ้องมือถือมาตั้งแต่เมื่อวานแล้วนะคะ,red_think_huh
Red,คุณไม่ได้รอใครจริงๆ เหรอ?,red_think_normal
Ava,......,ava_scold_eyeclose
Ava,ไม่ต้องไปสนใจหรอกค่ะ,ava_think_anxious
Red,....,red_idle_smile
Ava, ....... ,ava_think_anxious
,.....,
Ava, อ่ะ......รถมาแล้ว,ava_idle_surpise
,.....,
Ava, ........ ,ava_idle_hmm
Friend 1, นี่เธอ ทำงานวิชาจารย์พี่เส็งยัง ,extra_male
