,Day 2,
Ava, .... ,ava_idle_hmm
Red, เล่นไวโอลินให้ฟังหน่อยสิคะ,red_fingerup_hmm
,........,
Ava, ....!!!! ,ava_idle_surpise
Ava, ......,ava_handhold_anxious
Red, ...,red_idle_smile
Red, ถ้าไม่ปิดก๊อกน้ำให้สนิท ซักวันนึง น้ำหยดเล็กๆ ก็จะสะสมจนท่วมห้องได้นะ,red_handup_hmm
Red, อย่าคิดว่ามันเป็นเรื่องเล็กเลยนะคะ,red_handup_smile
,.....,
Red, ...... ,red_idle_hmm
Ava, ....เฮ้อ..,ava_idle_frown
,.....,
Ava, ......,ava_idle_frown
Red, .....,red_idle_hmm
Ava,.....,ava_idle_frown
Ava, เรด.. ,ava_armcross_hmm
Red, คะ?เอวา?,red_think_huh
Ava, .....,ava_armcross_hmm
Ava, ไม่มีอะไร,ava_idle_hmm
Red, ...,red_idle_smile
Red, เมื่อวานคุณไม่ได้นอนทั้งคืนเลยนะคะ,red_handup_hmm
Red, ไหวรึเปล่าเอ่ย?,red_handup_hmm
Ava, .....ฉันไม่เป็นไร,ava_idle_surpise
Ava, อ่ะ..รถมาแล้ว,ava_idle_frown
,.....,
Ava,.....นี่ค่ะ,ava_idle_hmm
,.....,
กระเป๋า, หือ ,extra_shadow
กระเป๋า, เธอ! นี่มันยังให้ไม่ครบนะ เธอจะโกงฉันเหรอ!,extra_shadow
Ava, .....!!!!! ,ava_idle_surpise
Ava, ต..แต่ ,ava_idle_surpise
กระเป๋า, อย่ามาเถียง ก็ลองนับดูสิ!,extra_shadow
กระเป๋า, เนี่ย ก็เห็นอยู่ว่ามันไม่คร.....!!! ,extra_shadow
กระเป๋า, .... ,extra_shadow
กระเป๋า , ..อ้อ ครบแล้ว.. (เดินออกไป) ,extra_shadow
Ava, ...... ,ava_idle_surpise
Ava, ..... ,ava_handhold_anxious
,.....,
Friend, เอวาๆๆๆๆ เธอได้ทำการบ้านวิชาของจารย์ยืนรึยัง! ,extra_female
Ava, ...อาจารย์ยืน..? ,ava_idle_surpise
Friend,  ใช่แล้ว! รายงานยี่สิบหน้าที่ต้องส่งบ่ายนี้น่ะ! โอ้ยย ใครมันจะไปทำทั้นนน ,extra_female
Ava, เอวา: ..ยี่สิบหน้า? ,ava_idle_surpise
Friend, นี่อย่าบอกนะว่าเธอลืมน่ะ!! ไปไป โดดคาบเช้าไปใช้คอมที่ห้องสมุดเลย ไม่งั้นไม่ทันแน่! ,extra_female
Friend, ถ้าเธอไม่เข้าใจตรงไหนรีบบอกฉันนะ เร็วเข้า! ,extra_female
Ava, ...!!!! ,ava_idle_surpise
,.....,
Ava,..... ,ava_idle_frown
,.....,
Mom, งานประกวดไวโอลินวันเสาร์นี้น่ะ จะพลาดไม่ได้เด็ดขาดเลยนะ,extra_shadow
Mom,ลูกเตรียมพร้อมรึยัง ไม่ได้โดดซ้อมใช่ไหม?,extra_shadow
Ava,.......,ava_idle_frown
Ava,..........,ava_armcross_hmm
