,Day 4,
Ava, .....เสียงดนตรี?,ava_think_hmm
,.....,
Ava, ..เพราะจัง เขาเล่นเก่งมากเลย..,ava_think_smile
,.....,
,.....,
Musician, โอ๊ะ! ระวังหน่อยนะครับ,chase_handup_smile
Ava,ข-ขอโทษค่ะ... ฉันซุ่มซ่ามไปเอง..,ava_handhold_eyeclose
Musician,ไม่เป็นไรเลยครับ^^ ,chase_handup_smile
Musician,จะว่าไป คุณดูเหมือนจะใจลอยอยู่นะครับ กำลังคิดอะไรอยู่รึเปล่านะ?,chase_handdown_smirk
Ava,........,ava_handhold_eyeclose
Ava,ฉันแค่... ,ava_handhold_eyeclose
Ava, ฉันกังวลเกี่ยวกับการซ้อมไวโอลินน่ะค่ะ ,ava_idle_hmm
Ava, พอได้เห็นฝีมือของคุณแล้วก็เลย..รู้สึกทึ่งน่ะค่ะ,ava_idle_smile
Musician, .....,chase_handdown_smirk
Musician,  ลองเล่นให้ผมฟังหน่อยได้ไหมครับ,chase_handup_smirk
Ava,เอ้- จ..จะดีเหรอคะ แต่ฉันไม่ได้เอาไวโอลินมาด้วยนะคะ..,ava_idle_surpise
Musician,ไม่เป็นไรครับ ผมให้ยืมเจ้านี่ก่อนนะ,chase_handup_smile
,.....,
Ava,........,ava_idle_hmm 
,.....,
Ava,....,ava_idle_hmm 
Musician,....,chase_handdown_smirk
Musician,  การแข่งขันนี่น่ากลัวมากเลยนะครับ ,chase_handup_smile
Musician, หลายครั้งๆคนเราก็เอาคำว่าการแข่งขันมาผูกกับชีวิตมากเกินไป จนลืมความสนุกของการเล่นดนตรีไปซะแบบนั้น,chase_handup_smile
Musician, ผมว่ามันเป็นเรื่องที่น่าเสียดายมากเลยล่ะ,chase_handup_smirk
Ava,......,ava_idle_hmm
Ava,หมายความว่ายังไงเหรอคะ...?,ava_idle_surpise
Musician,เสียงดนตรีน่ะ มาจากหัวใจไม่ใช่มาจากความสมบูรณ์แบบ,chase_handup_smirk
Musician, ลองนึกถึงความรู้สึกของวันแรกที่คุณได้จับไวโอลินสิครับนะครับ วินาทีที่ตัวโน้ตตัวแรกเปล่งเสียงออกมา คอร์ดแรกที่คุณจับเป็น หรือเพลงเพลงแรกที่คุณเล่นมันจนจบได้,chase_handup_smile
Musician,ไม่คิดว่ามันวิเศษเหรอครับ ที่คุณมาได้ไกลจากตัวโน๊ตตัวแรกนั่นขนาดไหน,chase_handdown_smirk
Musician, ถ้าตัวคุณในวันนั้นได้มาเห็น จะต้องภูมิใจมากๆแน่เลยล่ะครับ,chase_handdown_smile
Ava,.....ครั้งแรกที่ได้เล่นเพลง..เหรอคะ,ava_idle_surpise
Musician, ผมขอเดานะ คุณเริ่มจากเพลง  twinkle twinkle little star รึเปล่า,chase_handup_smirk 
Ava,......,ava_think_anxious
Ava, .. ใช่แล้วค่ะ,ava_think_hmm 
Musician,ถ้าอย่างนั้น เล่นเพลงนี้ให้ผมฟังหน่อยสิ,chase_handdown_smile
Ava, เอ้..ได้สิคะ,ava_idle_surpise
Musician,อ่ะ แต่มีเงื่อนไขอย่างนึงนะครับ,chase_handup_smirk
Musician,ให้นึกถึงวันแรกที่คุณเล่นเพลงนี้ไปด้วยนะ,chase_handup_smirk
Ava, ...ค..ค่ะ ,ava_idle_surpise
,.....,
Musician,.....,chase_handdown_smirk
Musician,ไพเราะมากครับ,chase_handdown_smile
,.....,
Ava,........,ava_idle_hmm
Ava, ......,ava_idle_smile 
Musician, แล้วก็ คุณรู้ตัวไหมครับว่า คุณกดโน้ตเพี้ยนไปนิดนึงด้วยนะ,chase_handup_smile
Ava,....!!!!,ava_idle_surpise
Ava, เอ้ จริงเหรอคะ!?,ava_idle_surpise
Musician, ไม่ทันรู้ตัวเลยสินะครับ,chase_handup_smirk
Musician,ถ้าว่ากันตามจริง มันเพี้ยนแค่นิดเดียวจริงๆครับ ผู้ชมทั่วไปไม่มีทางรู้,chase_handup_smirk
Musician,แต่โดยรวมแล้ว ท่าทางในการเล่นของคุณเป็นธรรมชาติมากกว่าตอนแรกอีกนะครับ,chase_handdown_smile
Musician, ถึงจะผิดพลาดไปบ้าง แต่ความผิดพลาดเป็นสัญลักษณ์ของความเป็นมนุษย์นะครับ ถ้าไม่ผิดพลาดเลยนั่นหนะแปลก,chase_handdown_smile
Ava,.......,ava_idle_surpise
Musician,มนุษย์เราก็ไม่ได้เกิดมาเพื่อที่จะสมบูรณ์แบบใช่ไหมล่ะครับ,chase_handdown_smile
Ava, .... ขอบคุณ..มากเลยนะคะ..,ava_idle_smile
Musician,เรื่องความกังวลของคุณ ถ้าเกิดอยากได้คำแนะนำล่ะก็ ลองไปหาคนๆนี้ดูนะครับ,chase_handup_smirk
Ava,  ... อ่ะ ,ava_think_hmm
,.....,
Ava, ..... นี่มัน,ava_think_hmm
Musician,  ที่อยู่ของเขาน่ะครับ ฝากทักทายเผื่อผมด้วยละกันน้า,chase_handdown_smirk
Musician,  ถ้าอย่างนั้นผมคงต้องขอตัวก่อน ไว้เจอกันใหม่นะครับ,chase_handup_smile
,.....,
