Friend 1, นี่นี่ทำการบ้านวิชาอาจารย์กานต์รึยัง ,ava_Under_Construct
Friend 2,ให้ตายสิจะสั่งอะไรเยอะนักหนา จารย์เอ็มก็มีงานต้องส่งพรุ่งนี้เหมือนกัน,ava_Under_Construct
Friend 1, เฮ้อ รีบกลับบ้านไปทำงานดีกว่า,ava_Under_Construct
Ava,เฮ้อ,ava_Under_Construct
Ava,....,ava_Under_Construct
Ava,อ่ะ...เผลอทำตกซะได้,ava_Under_Construct
Ava,.....,ava_Under_Construct
Ava,การบ้าน..,ava_Under_Construct
Ava,..ยังไม่ตอบอีกเหรอ ต่อด้วย ...,ava_Under_Construct
Ava,...,ava_Under_Construct
Ava,.......,ava_Under_Construct
Ava,..........,ava_Under_Construct
Ava,...,ava_Under_Construct
Red,เอวา,ava_Under_Construct
Ava,...,ava_Under_Construct
Red,ตื่นได้ค่ะ,ava_Under_Construct
Ava,..หืม ....,ava_Under_Construct
Red,เอวาคะ ตื่นได้แล้วค่ะ,ava_Under_Construct
Ava,!!!!!!,ava_Under_Construct
Ava,อื้อ....,ava_Under_Construct
Ava,เรด ?,ava_Under_Construct
Red,ถ้าไม่รีบไป จะสายเอานะคะ,ava_Under_Construct
Ava, อ่า...เอ่อ...,ava_Under_Construct
Red,(ยิ้ม),ava_Under_Construct
Red,วันนี้ก็พยายามกันอีกนะ,ava_Under_Construct
Ava,แฮ่ก....แฮ่ก,ava_Under_Construct
Mc,บรึ่้นๆ,ava_Under_Construct
Ava,อ่า...ไม่...ไม่นะ,ava_Under_Construct
Red,ยังเหลือเวลาอีกสองชั่วโมงก่อนที่การเรียนของคุณจะเริ่ม และจากที่นี่ นั่งรถก็ใช้เวลาเพียงสิบนาที,ava_Under_Construct
Red,ฉันคิดว่านั่นคงไม่เป็นปัญหามากหรอกนะคะ,ava_Under_Construct
Ava,อ่า..ร..เรด,ava_Under_Construct
Red,ระหว่างนั่งรอ พวกเรามาทำความรู้จักกันค่ะ,ava_Under_Construct
Ava,......,ava_Under_Construct
Red,ดูอะไรอยู่หรอคะ?,ava_Under_Construct
Ava,ป-เปล่าค่ะ! ก็แค่คิดอะไรไปเรื่อย..,ava_Under_Construct
Red,เธอรออะไรอยู่เหรอคะ?,ava_Under_Construct
Ava,!? เปล่านี่คะ..,ava_Under_Construct
Red,ฉันเห็นคุณคอยจ้องมือถือมาตั้งแต่เมื่อวานแล้วนะคะ,ava_Under_Construct
Red,คุณไม่ได้รอใครจริงๆ เหรอ?,ava_Under_Construct
Ava,......,ava_Under_Construct
Ava,ไม่ต้องไปสนใจหรอกค่ะ,ava_Under_Construct
Red,(แค่มองยิ้มๆ),ava_Under_Construct
Ava, ....... , ava_Under_Construct
Ava, อ่ะ......รถมาแล้ว,ava_Under_Construct
Ava, ........ , ava_Under_Construct
Friend 1, นี่เธอ ทำงานวิชาจารย์พี่เส็งยัง , ava_Under_Construct
Friend 2,  เออๆ อันนี้เรียบร้อยแล้ว แล้วเอกสารโปรเจคล่ะ เตรียมเสร็จไหม , ava_Under_Construct
Ava , ...... , ava_Under_Construct 
Friend 1, เอวา , ava_Under_Construct
Friend 1 ,งานจารย์บีเราส่งกันได้รึยัง, ava_Under_Construct
Ava, อ่า ยังไม่ได้หรอก ต้องรองานจากส่วนของเบ๊บก่อนน่ะ , ava_Under_Construct
Friend ,  หาาา อีกแล้วเหรอ ทำไมยัยนั่นไม่รู้จักเร่งตัวเองเลยนะ ช้าตลอด , ava_Under_Construct
Ava, ..แหะๆ ใจเย็นสิ.. , ava_Under_Construct
Friend , ก็มันจริงใช่ไหมล่ะ! ชักช้าเสียเวลา ยัยนั่นมัวแต่นอนเปื่อยฟาร์มเกมทั้งวันไม่ทำอะไรเลยล่ะสิ , ava_Under_Construct
Ava , ..... , ava_Under_Construct
Ava, (เขาอาจ....จะพยายามอยู่ก็ได้นะ) , ava_Under_Construct
Friend 3, เฮ้ยทุกคน จารย์มาาาาาาาาาาาา!!!! , ava_Under_Construct
Ava, ..... , ava_Under_Construct
Ava, ..ได้เวลากลับบ้านสักที..., ava_Under_Construct
Ava, ...เฮ้อ...,ava_Under_Construct
Ava, ต้องซ้อม.... , ava_Under_Construct
Red, มีเรื่องให้กังวลเยอะไปหมดเลยนะคะ คุณน่ะ , ava_Under_Construct
Ava, !!! , ava_Under_Construct
Ava, อย่าตกใจสิคะ! , ava_Under_Construct
Red, เฮะเฮะ , ava_Under_Construct
Red, ทำไมถึงแบกอะไรไว้บนบ่าไว้เยอะไปหมดเลยล่ะคะ? , ava_Under_Construct
Ava, ....???? ,ava_Under_Construct
Ava, ไม่..ได้..แบกอะไรไว้สักหน่อยนี่คะ.. , ava_Under_Construct
Red, ...(ยิ้ม) , ava_Under_Construct
Red,คุณคงจะเคยได้ยินโรควิตกกังวลมาบ้างสินะ, ava_Under_Construct
Red,รู้รึเปล่าคะ ว่ามันคืออะไร?,ava_Under_Construct
Ava, .....?,ava_Under_Construct
Ava,แล้ว....มันทำไมหรอ?, ava_Under_Construct
Red,การจะเกิดเรื่องพวกนี้ได้ มันมีอยู่หลายสาเหตุนะคะ, ava_Under_Construct
Red,การประสบกับเหตุการณ์ที่มีความตึงเครียดสูง หรือเหตุการณ์ความรุนแรง,ava_Under_Construct
Red,เรื่องที่ฝังใจในอดีต,ava_Under_Construct
